OBJECTID,Shape,nombre_establecimiento,sede_educativa,nucleo,servicio,sector,direccion,telefono,estado,vigencia,x_origen_nacional,y_origen_nacional,clasificacion,codigo_dane,cons_sede,dane_sede,longitud,latitud,cbml,codigo_comuna,nombre_comuna,codigo_barrio,nombre_barrio 
262,"(4715322.3479, 2253913.917199999)",Institucion Educativa Manuel Jose Gomez Serna,Seccion Escuela Alejo Pimienta,920,Oficial,Oficial,CL 96 N° 70 - 43 ,2371508,Activo,2024,4715322.3479,2253913.9172,Oficial-Sede,105001002658,10500101796502,105001017965,-75.5739042,6.29162472,05110290021,05,Castilla,0511,Castilla
263,"(4707711.1768000005, 2241010.8263000026)",Institucion Educativa Fe Y Alegria El Limonar,Institucion Educativa Fe Y Alegria El Limonar,937,Oficial,Oficial,CL 55 Sur  60 A 13,337 06 53 – 3004519230 - 3117893130,Activo,2024,4707711.1768,2241010.8263,Oficial-Principal,105001018759,10500101875901,105001018759,-75.64208724,6.17463497,80002070014,80,San Antonio de Prado,AUC2,San Antonio de Prado
264,"(4707416.1541, 2241136.4619000014)",Institucion Educativa Fe Y Alegria El Limonar,Seccion Escuela Ventanitas,937,Oficial,Oficial,CR 63  52 Sur 46,337 06 53 – 3004519230 - 3117893130,Activo,2024,4707416.1541,2241136.4619,Oficial-Sede,405001021265,10500101875902,105001018759,-75.64475775,6.17575749,80002670003,80,San Antonio de Prado,AUC2,San Antonio de Prado
265,"(4710640.122900001, 2251365.471200004)",Institucion Educativa Stella Velez Londoño,Institucion Educativa Stella Velez Londoño,931,Oficial,Oficial,CL 48 DD 99D 118,3004179943,Activo,2024,4710640.1229,2251365.4712,Oficial-Principal,105001019011,10500101901101,105001019011,-75.61609359,6.26837562,13070610108,13,San Javier,1307,Juan XXIII La Quiebra
266,"(4717158.549900002, 2251649.337200001)",Institucion Educativa Alfonso Mora Naranjo,Institucion Educativa Alfonso Mora Naranjo,917,Oficial,Oficial,CR 48 A 77 68,2333137 2110412 211823,Activo,2024,4717158.5499,2251649.3372,Oficial-Principal,105001019062,10500101906201,105001019062,-75.55721352,6.27123268,04100060021,04,Aranjuez,0410,Campo Valdés No.1
267,"(4716952.035700001, 2250788.2447000016)",Institucion Educativa Alfonso Mora Naranjo,Seccion Escuela Santa Maria Goretti,917,Oficial,Oficial,CL 67  48A 32,2334295,Activo,2024,4716952.0357,2250788.2447,Oficial-Sede,105001000345,10500101906202,105001019062,-75.55904142,6.26343863,04090060001,04,Aranjuez,0409,Manrique Central No.1
268,"(4719133.0504, 2247481.2924000025)",Institucion Educativa Vida Para Todos,Institucion Educativa Vida Para Todos,924,Oficial,Oficial,CR 12 52 20,2260571,Activo,2024,4719133.0504,2247481.2924,Oficial-Principal,105001019089,10500101908901,105001019089,-75.53919181,6.23363654,08130040014,08,Villa Hermosa,0813,Villatina
269,"(4719123.2599, 2247539.3934000023)",Institucion Educativa Vida Para Todos,Seccion Escuela Hogar Antioquia,924,Oficial,Oficial,CR 12 52 42,2260631,Activo,2024,4719123.2599,2247539.3934,Oficial-Sede,105001002879,10500101908902,105001019089,-75.53928279,6.2341614,08130040003,08,Villa Hermosa,0813,Villatina
270,"(4719141.0649, 2247495.6853)",Institucion Educativa Vida Para Todos,Seccion Escuela Sor Maria Luisa Courbin,924,Oficial,Oficial,CR 12 52 44,2260571,Activo,2024,4719141.0649,2247495.6853,Oficial-Sede,105001002267,10500101908903,105001019089,-75.53912003,6.23376701,08130040014,08,Villa Hermosa,0813,Villatina
271,"(4714066.3565, 2253733.6098000016)",Institucion Educativa Jorge Eliecer Gaitan,Institucion Educativa Jorge Eliecer Gaitan,921,Oficial,Oficial,CL 92 83 41,2578292,Activo,2024,4714066.3565,2253733.6098,Oficial-Principal,105001019143,10500101914301,105001019143,-75.58524431,6.28993858,06070540006,06,Doce de Octubre,0607,Kennedy
272,"(4715213.042200001, 2254849.6038000025)",Institucion Educativa El Pedregal,Institucion Educativa El Pedregal,921,Oficial,Oficial,CL 102 74 A 47,4783320,Activo,2024,4715213.0422,2254849.6038,Oficial-Principal,105001019194,10500101919401,105001019194,-75.5749335,6.30007906,06040390001,06,Doce de Octubre,0604,Pedregal
273,"(4715154.381600002, 2254886.9868)",Institucion Educativa El Pedregal,Seccion Escuela Rafael J. Mejia,921,Oficial,Oficial,CL 102    74A-109,2672681,Activo,2024,4715154.3816,2254886.9868,Oficial-Sede,105001001325,10500101919402,105001019194,-75.57546519,6.30041441,06040390001,06,Doce de Octubre,0604,Pedregal
274,"(4719161.1989, 2254194.4241999984)",Institucion Educativa La Avanzada,Institucion Educativa La Avanzada,914,Oficial,Oficial,CR 27 106 B B 65,5721377,Activo,2024,4719161.1989,2254194.4242,Oficial-Principal,105001019305,10500101930501,105001019305,-75.53923097,6.29433058,01110130001,01,Popular,0111,La Avanzada
275,"(4710195.9002, 2252377.9635000005)",Institucion Educativa Barrio Santa Margarita,Institucion Educativa Barrio Santa Margarita,923,Oficial,Oficial,CL 63 N°108 BB 160,4271046,Activo,2024,4710195.9002,2252377.9635,Oficial-Principal,105001019330,10500101933001,105001019330,-75.62015268,6.27750883,60980290008,60,San Cristóbal,AE1,Área de Expansión Pajarito
276,"(4710665.8832, 2252260.217599999)",Institucion Educativa Barrio Santa Margarita,Seccion Escuela Santa Margarita,923,Oficial,Oficial,CR 105 B 62 68,3004176050,Activo,2024,4710665.8832,2252260.2176,Oficial-Sede,105001021555,10500101933002,105001019330,-75.6159012,6.27646561,07200410024,07,Robledo,0720,Santa Margarita
277,"(4710554.7017, 2252292.5659000017)",Institucion Educativa Barrio Santa Margarita,Seccion Escuela Pedro Nel Ospina,923,Oficial,Oficial,CL 62C Nº 105C 45,4270846,Activo,2024,4710554.7017,2252292.5659,Oficial-Sede,105001000311,10500101933003,105001019330,-75.61690716,6.27675303,07200670001,07,Robledo,0720,Santa Margarita
278,"(4718309.832900001, 2249319.5155000035)",Institucion Educativa Luis Carlos Galan Sarmiento,Institucion Educativa Luis Carlos Galan Sarmiento,924,Oficial,Oficial,CR 24 B 57EE 45,2848292,Activo,2024,4718309.8329,2249319.5155,Oficial-Principal,105001019429,10500101942901,105001019429,-75.54670948,6.25021977,08070270068,08,Villa Hermosa,0807,Los Mangos
279,"(4718309.8332, 2249319.5156000014)",Institucion Educativa Luis Carlos Galan Sarmiento,Seccion Escuela Niño Jesus De Praga,924,Oficial,Oficial,CL 57 C 23 200,2842112,Activo,2024,4718309.8332,2249319.5156,Oficial-Sede,105001008001,10500101942902,105001019429,-75.54670948,6.25021977,08070120035,08,Villa Hermosa,0807,Los Mangos
280,"(4718375.0766, 2249295.7882000003)",Institucion Educativa Luis Carlos Galan Sarmiento,Seccion Escuela Colinas De Enciso,924,Oficial,Oficial,CR 24B    57EE-20,2847983,Activo,2024,4718375.0766,2249295.7882,Oficial-Sede,105001018309,10500101942904,105001019429,-75.54611898,6.25000811,08071010002,08,Villa Hermosa,0807,Los Mangos
281,"(4717537.3438, 2254329.3871999998)",Institucion Educativa Villa Del Socorro,Institucion Educativa Villa Del Socorro,915,Oficial,Oficial,CL 104 C 48 50,5218673- 3016412917,Activo,2024,4717537.3438,2254329.3872,Oficial-Principal,105001019453,10500101945301,105001019453,-75.5539093,6.29547917,02070560001,02,Santa Cruz,0207,Villa del Socorro
282,"(4717550.278600001, 2254172.1088999994)",Institucion Educativa Villa Del Socorro,Seccion Escuela Fidel Antonio Saldarriaga,915,Oficial,Oficial,CR 48 103 B 01,2368687 -2368944 -3004164995,Activo,2024,4717550.2786,2254172.1089,Oficial-Sede,105001003182,10500101945302,105001019453,-75.55378548,6.29405782,02070070002,02,Santa Cruz,0207,Villa del Socorro
283,"(4717257.702400002, 2254286.353599999)",Institucion Educativa Villa Del Socorro,Seccion Escuela Villa Niza,915,Oficial,Oficial,CL 104 A 50 41,2364169 - 3004146319,Activo,2024,4717257.7024,2254286.3536,Oficial-Sede,105001026018,10500101945304,105001019453,-75.55643409,6.29507774,02080110016,02,Santa Cruz,0208,Villa Niza
284,"(4718976.8329, 2250851.832800001)",Institucion Educativa Rodrigo Lara Bonilla,Institucion Educativa Rodrigo Lara Bonilla,916,Oficial,Oficial,CR 25 69 D 35,2849094 2118284,Activo,2024,4718976.8329,2250851.8328,Oficial-Principal,105001019534,10500101953401,105001019534,-75.54075024,6.26410247,03100040001,03,Manrique,0310,Versalles No.2
285,"(4717812.676400001, 2248096.1735999994)",Institucion Educativa Miraflores - Luis Eduardo Valencia Garcia,Institucion Educativa Miraflores - Luis Eduardo Valencia Garcia,925,Oficial,Oficial,CL 48 27 05,2697583 2273199,Activo,2024,4717812.6764,2248096.1736,Oficial-Principal,105001019674,10500101967401,105001019674,-75.55114759,6.23913796,09080380046,09,Buenos Aires,0908,Miraflores
286,"(4714741.5702, 2253125.286700003)",Institucion Educativa Alfonso Lopez,Institucion Educativa Alfonso Lopez,920,Oficial,Oficial,CR 71 C 89 A 50,2574197/5275852,Activo,2024,4714741.5702,2253125.2867,Oficial-Principal,105001019798,10500101979801,105001019798,-75.57911652,6.28446912,05140260024,05,Castilla,0514,Alfonso López
287,"(4714693.3897, 2253237.5631000027)",Institucion Educativa Alfonso Lopez,Seccion Escuela Municipal Kennedy,920,Oficial,Oficial,CL 89A    72-50,2575852,Activo,2024,4714693.3897,2253237.5631,Oficial-Sede,105001020036,10500101979802,105001019798,-75.57955684,6.28548202,05140320001,05,Castilla,0514,Alfonso López
288,"(4714770.0339, 2253136.7916)",Institucion Educativa Alfonso Lopez,Seccion Escuela Cardenal Crisanto Luque,920,Oficial,Oficial,CR 71C N 89A51,2574197,Activo,2024,4714770.0339,2253136.7916,Oficial-Sede,105001002917,10500101979803,105001019798,-75.57885986,6.2845744,05140260024,05,Castilla,0514,Alfonso López
289,"(4712020.9466, 2245153.2036000025)",Institucion Educativa Alcaldia De Medellin,Institucion Educativa Alcaldia De Medellin,935,Oficial,Oficial,CL 2 B 79 80,4084002 - Cel. 3136161924,Activo,2024,4712020.9466,2245153.2036,Oficial-Principal,105001019925,10500101992501,105001019925,-75.60334098,6.212276,16100310241,16,Belén,1610,El Rincón
290,"(4712117.717700001, 2245114.151299998)",Institucion Educativa Alcaldia De Medellin,Seccion Escuela Antonio Jose Restrepo,935,Oficial,Oficial,CL 2    79-42,2383027,Activo,2024,4712117.7177,2245114.1513,Oficial-Sede,105001000027,10500101992502,105001019925,-75.60246504,6.21192725,16100220001,16,Belén,1610,El Rincón
291,"(4712127.651500001, 2245148.788700003)",Institucion Educativa Alcaldia De Medellin,Seccion Escuela Yermo Y Parres,935,Oficial,Oficial,CR 79    2-15,3416578,Activo,2024,4712127.6515,2245148.7887,Oficial-Sede,105001001643,10500101992503,105001019925,-75.60237684,6.21224083,16100220001,16,Belén,1610,El Rincón
292,"(4716383.668600001, 2247716.0571)",Institucion Educativa El Salvador,Institucion Educativa El Salvador,926,Oficial,Oficial,CR 38 A 34 207,2180993-2169312,Activo,2024,4716383.6686,2247716.0571,Oficial-Principal,105001020028,10500102002801,105001020028,-75.56404123,6.23563871,10200270194,10,La Candelaria,1014,Las Palmas
293,"(4716512.569600001, 2247848.6696000006)",Institucion Educativa El Salvador,Seccion Escuela Jose De San Martin,926,Oficial,Oficial,CL 39 38 21,2396342,Activo,2024,4716512.5696,2247848.6696,Oficial-Sede,105001002640,10500102002802,105001020028,-75.56288252,6.23684329,09120450003,09,Buenos Aires,0912,El Salvador
294,"(4712251.691000001, 2252517.0567000005)",Institucion Educativa Rafael Garcia Herreros,Institucion Educativa Rafael Garcia Herreros,923,Oficial,Oficial,CL 64 91 20,4263216,Activo,2024,4712251.691,2252517.0567,Oficial-Principal,105001020052,10500102005201,105001020052,-75.60158534,6.27885897,07180070001,07,Robledo,0718,Cucaracho
295,"(4712880.831200001, 2253925.6695000045)",Institucion Educativa Ciudad Don Bosco,Institucion Educativa Ciudad Don Bosco,922,Oficial,Oficial,CR 96 B 78 C 11,"5408180 
Extensiones: 104 Secretaría Académica, 106 Coordinación de Convivencia, 179 Coordinación Académica, 125 Sala de Profesores y 180 Rectoría.",Activo,2024,4712880.8312,2253925.6695,Oficial-Principal,105001020273,10500102027301,105001020273,-75.5959643,6.29162176,60120000247,07,Robledo,0713,Aures No.1
296,"(4709645.0212, 2249704.071799999)",Institucion Educativa La Independencia,Institucion Educativa La Independencia,931,Oficial,Oficial,CL 39 D 112 81,3004143135,Activo,2024,4709645.0212,2249704.0718,Oficial-Principal,105001021199,10500102119901,105001021199,-75.62500882,6.25331112,13100500027,13,San Javier,1310,Veinte de Julio
297,"(4709462.704800001, 2249552.3171000015)",Institucion Educativa La Independencia,Seccion Escuela Amor Al Niño,931,Oficial,Oficial,CR 115    39BD -06,2531283,Activo,2024,4709462.7048,2249552.3171,Oficial-Sede,105001017531,10500102119902,105001021199,-75.62664906,6.25193098,13150320011,13,San Javier,1315,Nuevos Conquistadores
298,"(4709486.1332, 2249304.6980000027)",Institucion Educativa La Independencia,Seccion Escuela Refugio Del Niño,931,Oficial,Oficial,CR 114    36C-61,4964993,Activo,2024,4709486.1332,2249304.698,Oficial-Sede,105001015181,10500102119903,105001021199,-75.62642623,6.24969349,13150100047,13,San Javier,1314,Las Independencias
299,"(4713260.3917000005, 2252617.6801000014)",Institucion Educativa Villa Flora,Institucion Educativa Villa Flora,923,Oficial,Oficial,CL 76 AE 83 C 41,2348424,Activo,2024,4713260.3917,2252617.6801,Oficial-Principal,105001021547,10500102154701,105001021547,-75.59247634,6.27981389,07150010022,07,Robledo,0715,Villa Flora
300,"(4714477.61, 2253833.1702000014)",Institucion Educativa Kennedy,Institucion Educativa Kennedy,921,Oficial,Oficial,CR 76A # 92 - 200,4428362,Activo,2024,4714477.61,2253833.1702,Oficial-Principal,105001021636,10500102163601,105001021636,-75.58153301,6.29085704,06070740003,06,Doce de Octubre,0607,Kennedy
301,"(4714460.358700001, 2253780.532200001)",Institucion Educativa Kennedy,Seccion Concentracion Educativa Kennedy,921,Oficial,Oficial,CR 76 92 139,2574139,Activo,2024,4714460.3587,2253780.5322,Oficial-Sede,105001007447,10500102163602,105001021636,-75.58168653,6.29038039,06070740002,06,Doce de Octubre,0607,Kennedy
302,"(4714382.4386, 2253447.9343)",Institucion Educativa Kennedy,Seccion Escuela Carolina Kennedy,921,Oficial,Oficial,CR 76A    90-18,2573224,Activo,2024,4714382.4386,2253447.9343,Oficial-Sede,105001007692,10500102163603,105001021636,-75.58237571,6.28737003,06070360003,06,Doce de Octubre,0607,Kennedy
303,"(4714277.4625, 2253981.958200002)",Institucion Educativa Kennedy,Seccion Escuela Minerva,921,Oficial,Oficial,CL 94 79 A 40,2576764,Activo,2024,4714277.4625,2253981.9582,Oficial-Sede,105001006491,10500102163605,105001021636,-75.58334803,6.29219323,06080050087,06,Doce de Octubre,0608,Picacho
304,"(4718962.615700001, 2248715.2567000035)",Institucion Educativa Sol De Oriente,Institucion Educativa Sol De Oriente,924,Oficial,Oficial,CR 23 56EH 200,300 414 0415,Activo,2024,4718962.6157,2248715.2567,Oficial-Principal,105001021873,10500102187301,105001021873,-75.54078537,6.24478527,08110010001,08,Villa Hermosa,0811,Trece de Noviembre
305,"(4718961.6229, 2248877.8049999997)",Institucion Educativa Sol De Oriente,Seccion Escuela Beato Domingo Iturrate,924,Oficial,Oficial,CR 18E  56FA-09,2845867,Activo,2024,4718961.6229,2248877.805,Oficial-Sede,105001016462,10500102187302,105001021873,-75.54080143,6.24625481,90080000325,08,Villa Hermosa,0811,Trece de Noviembre
306,"(4718048.6816, 2251895.2271)",Institucion Educativa Las Nieves,Institucion Educativa Las Nieves,916,Oficial,Oficial,CL 82 39 69,5710070,Activo,2024,4718048.6816,2251895.2271,Oficial-Principal,105001022101,10500102210101,105001022101,-75.54918192,6.27349493,03040250046,03,Manrique,0304,Santa Inés
307,"(4717447.654400001, 2255296.229699999)",Institucion Educativa Finca La Mesa,Institucion Educativa Finca La Mesa,915,Oficial,Oficial,CL 118 51 A 03,2149155,Activo,2024,4717447.6544,2255296.2297,Oficial-Principal,105001023965,10500102396501,105001023965,-75.55476246,6.30421622,02040020020,02,Santa Cruz,0204,La Frontera
308,"(4717294.748400001, 2254866.2217999995)",Institucion Educativa Finca La Mesa,Seccion Escuela La Francia,915,Oficial,Oficial,CL 109 51 71,2369693,Activo,2024,4717294.7484,2254866.2218,Oficial-Sede,105001002216,10500102396502,105001023965,-75.55612502,6.30032184,02050240038,02,Santa Cruz,0205,La Francia
309,"(4717610.428500001, 2255157.605000004)",Institucion Educativa Finca La Mesa,Seccion Escuela Juan Bautista Montini,915,Oficial,Oficial,CR 50A    114-10,5217992,Activo,2024,4717610.4285,2255157.605,Oficial-Sede,105001005649,10500102396504,105001023965,-75.55328556,6.30297015,02030060015,02,Santa Cruz,0203,Pablo VI
310,"(4717933.882700001, 2255038.346000001)",Institucion Educativa Finca La Mesa,Seccion Escuela La Isla,915,Oficial,Oficial,CL 112    47-39,2581053,Activo,2024,4717933.8827,2255038.346,Oficial-Sede,105001006548,10500102396505,105001023965,-75.55035768,6.30190626,02010010132,02,Santa Cruz,0201,La Isla
311,"(4715158.7434, 2254457.6301000006)",Institucion Educativa Jose Maria Espinosa Prieto - Casd,Institucion Educativa Jose Maria Espinosa Prieto - Casd,921,Oficial,Oficial,CL 99 72 192,3128106189 - 3004201102,Activo,2024,4715158.7434,2254457.6301,Oficial-Principal,105001024073,10500102407301,105001024073,-75.57540664,6.29653295,06040010001,06,Doce de Octubre,0604,Pedregal
312,"(4715056.186800001, 2254651.601)",Institucion Educativa Jose Maria Espinosa Prieto - Casd,Seccion Escuela Contranal,921,Oficial,Oficial,CL 100 74 A 25,3128106189,Activo,2024,4715056.1868,2254651.601,Oficial-Sede,105001007471,10500102407302,105001024073,-75.57634192,6.29828199,06040100002,06,Doce de Octubre,0604,Pedregal
313,"(4716623.7431, 2249476.4486000016)",Colegio Miguel Antonio Ramon Martinez,Colegio Miguel Antonio Ramon Martinez,928,Regimen Especial,Oficial,CR 45   55 19,2910273 -2910114 ,Activo,2024,4716623.7431,2249476.4486,Regimen Especial-Principal,105001025704,10500102570401,105001025704,-75.5619497,6.25156453,10180130021,10,La Candelaria,1018,Villa Nueva
314,"(4709534.719799999, 2246415.169900002)",Institucion Educativa Debora Arango Perez,Institucion Educativa Debora Arango Perez,934,Oficial,Oficial,CL 18 103 160,3411386 - 3433654,Activo,2024,4709534.7198,2246415.1699,Oficial-Principal,105001025763,10500102576301,105001025763,-75.62585723,6.22357349,70870470022,70,Altavista,7005,Altavista Sector Central
315,"(4710901.1656, 2246132.013800001)",Institucion Educativa Debora Arango Perez,Seccion Escuela Mano De Dios,934,Oficial,Oficial,CR 90 15 60,2350062,Activo,2024,4710901.1656,2246132.0138,Oficial-Sede,105001026395,10500102576303,105001025763,-75.61350041,6.22107492,70010000479,70,Altavista,AE5,Área de Expansión Altavista
316,"(4718819.3642, 2249814.596300002)",Institucion Educativa Joaquin Vallejo Arbelaez,Institucion Educativa Joaquin Vallejo Arbelaez,924,Oficial,Oficial,CR 19 59 C 175,2926199 ext 108/ 3145001841,Activo,2024,4718819.3642,2249814.5963,Oficial-Principal,105001025771,10500102577101,105001025771,-75.54212761,6.25471803,08040070020,08,Villa Hermosa,0806,Llanaditas
